movieId,average_score
1,0.2945132047816358
2,0.20583605908941888
3,0.22499534390021808
4,0.1343270407663856
5,0.3278395204289602
6,0.2501215107091297
7,0.2621915717844966
8,0.19250179522312152
9,0.11804872048004628
10,0.22868115893281574
11,0.2500205455389989
12,0.2577890930544617
13,0.28489707250896085
14,0.13029303102013404
15,0.22400163033717355
16,0.25149353095806837
17,0.3067421070136016
18,0.0412892792747984
19,0.1107175932843238
20,0.16280410847830357
21,0.25410822939795186
22,0.1405200874244121
23,0.2546944961707959
24,0.1836488355790067
25,0.1218794115970191
26,0.2283479662768449
27,0.2748152269348805
28,0.2972639035548682
29,0.11689919874864241
30,0.1933006078849398
31,0.19998073009346942
32,0.16790200915795456
34,0.28942264536571516
36,0.1292405615681011
38,0.27025912091134763
39,0.22774427604304173
40,0.1849827145495558
41,0.17866165611624193
42,0.11870099852361221
43,0.1846529131122146
44,0.1681835894654877
45,0.13978471234728435
46,0.19688006182841622
47,0.13354757454662103
48,0.20329218429174387
49,0.29933973218754145
50,0.07670196751495043
52,0.26225198290552926
53,0.18289186507936506
54,0.21397157508467468
55,0.107619177510689
57,0.14972019105273254
58,0.2432307430045171
60,0.2204549128605674
61,0.06561891910243334
62,0.26606797146196276
63,0.156031290287283
64,0.13837146409442844
65,0.04816484954931722
66,-0.011263783715115326
68,0.1922041812532634
69,0.2270334875986992
70,0.1476253625126491
71,0.0699202375547555
72,0.1462841139625128
73,0.2631283204714021
74,0.24632629869480538
75,0.04358569459904991
76,0.1823518599090907
77,0.12314810591730864
78,0.08343242905646946
79,0.14371771681781945
80,0.17145931435279477
81,0.18516570257023962
82,0.2655014124232952
83,0.0872425034306981
85,0.21346370596120942
86,0.19747559683259933
87,0.23118558465662611
88,0.1985620300943612
89,0.14240141902420422
92,0.12143373126173268
93,0.09221418776587542
94,0.22612547140069617
95,0.14104820275081623
96,0.2401810980696191
97,0.1568058453716011
99,0.0987324971771586
100,0.16638458846285978
101,0.17841326352688705
102,0.07477862365892078
103,0.18245745275493414
104,0.3078772595716854
105,0.2243906660007229
106,0.13487181337181336
