userId,movieId,rating,timestamp
1,1,3.2589026409563275,964982703
1,3,3.244999068780044,964981247
1,6,3.250024302141826,964982224
1,47,4.026709514909324,964983815
1,50,4.01534039350299,964982931
1,70,2.42952507250253,964982400
1,101,4.035682652705377,964980868
1,110,3.258147121057311,964982176
1,151,4.049387838536675,964984041
1,157,4.023193976344754,964984100
1,163,4.044333862639704,964983650
1,216,4.0084194680418825,964981208
1,223,2.423383194015446,964980985
1,231,4.035957806948205,964981179
1,235,3.2394881293224085,964980908
1,260,4.049563963220105,964981680
1,296,2.4383036339276405,964982967
1,316,2.451670138631618,964982310
1,333,4.044013091699052,964981179
1,349,3.231549433705056,964982563
1,356,3.2456358369157,964980962
1,362,4.0497152050129355,964982588
1,367,3.2656818849280227,964981710
1,423,2.4108514721664314,964982363
1,441,3.2278967939816154,964980868
1,457,4.0493456448325515,964981909
1,480,3.2703634854459134,964982346
1,500,2.47156671828821,964981208
1,527,4.045640962295324,964984002
1,543,3.2444646569953557,964981179
1,552,3.2464305389919814,964982653
1,553,4.04972904465982,964984153
1,590,3.237324210733403,964982546
1,592,3.2491551292994707,964982271
1,593,3.231553879724791,964983793
1,596,4.049549077571105,964982838
1,608,4.032098161458944,964982931
1,648,2.425194896742439,964982563
1,661,4.050194425562877,964982838
1,673,2.451896977345207,964981775
1,733,3.2502535429894515,964982400
1,736,2.4461944859081686,964982653
1,780,2.4247712506060686,964984086
1,804,3.2579407178527995,964980499
1,919,4.058099199119617,964982475
1,923,4.0250530403645035,964981529
1,940,4.058148460114098,964982176
1,943,3.2529840440130977,964983614
1,954,4.043964517332312,964983219
1,1009,2.440217269316805,964981775
1,1023,4.0667160533229625,964982681
1,1024,4.03489934269534,964982876
1,1025,4.043517125596534,964982791
1,1029,4.034883592945267,964982855
1,1030,2.447217313768947,964982903
1,1031,4.051930539040361,964982653
1,1032,4.04746515830715,964982791
1,1042,3.2403058667916644,964981179
1,1049,4.039006494710665,964982400
1,1060,3.2288676779851166,964980924
1,1073,4.052445781176272,964981680
1,1080,4.030746661253436,964981327
1,1089,4.022759798807347,964982951
1,1090,3.2332887422686216,964984018
1,1092,4.033993510492378,964983484
1,1097,4.047689426172989,964981680
1,1127,3.223851271204613,964982513
1,1136,4.039061532782476,964981327
1,1196,4.070987633311608,964981827
1,1197,4.065748839335968,964981872
1,1198,4.059556996107505,964981827
1,1206,4.0354352379722895,964983737
1,1208,3.22559564309437,964983250
1,1210,4.035695259648476,964980499
1,1213,4.049060776801818,964982951
1,1214,3.224681195502952,964981855
1,1219,1.6359409431551692,964983393
1,1220,4.0465774753694514,964981909
1,1222,4.0262495250615515,964981909
1,1224,4.04498186816601,964984018
1,1226,4.046646377578752,964983618
1,1240,4.046310675818113,964983723
1,1256,4.037938047412029,964981442
1,1258,2.4304083126299867,964983414
1,1265,3.243962814927536,964983599
1,1270,4.0476025723986035,964983705
1,1275,4.048193636655175,964982290
1,1278,4.034301604861666,964983414
1,1282,4.038506871108191,964982703
1,1291,4.047482476340422,964981909
1,1298,4.020012074006191,964984086
1,1348,3.2237285901678083,964983393
1,1377,2.398923924070701,964982653
1,1396,2.4393044263039925,964983017
1,1408,2.4494842008746414,964982310
1,1445,2.4021739521831766,964984112
1,1473,3.2319309082302077,964980875
1,1500,3.2355316928487285,964980985
1,1517,4.0259579735933535,964981107
1,1552,3.243956129198795,964982620
1,1573,4.02611257119128,964982290
1,1580,2.4375394443579723,964981125
1,1587,4.038307240898786,964982346
1,1617,4.050289701786093,964982951
1,1620,3.232394435052888,964983056
1,1625,4.020117667134669,964983504
1,1644,2.4375702958321455,964983536
1,1676,2.426169010883023,964982620
1,1732,4.044645262475306,964981125
1,1777,3.2535039733746522,964981230
1,1793,3.222930437635235,964981404
1,1804,4.042479135629631,964983034
1,1805,3.2332478402574827,964983056
1,1920,3.237096668646009,964981780
1,1927,4.032097416400517,964981497
1,1954,4.048582117973932,964982176
1,1967,3.2480617068083917,964981710
1,2000,3.244026880590271,964982211
1,2005,4.0422636994949155,964981710
1,2012,3.235989271600859,964984176
1,2018,4.05636353230243,964980523
1,2028,3.2291462629175554,964981888
1,2033,4.020666661532813,964982903
1,2046,3.2437061686713635,964982563
1,2048,4.055489461423032,964982791
1,2054,3.2380776809192016,964981747
1,2058,4.041732496756969,964982400
1,2078,4.060406674536094,964982838
1,2090,4.048238534011524,964982838
1,2093,2.424484828155453,964981710
1,2094,4.044874457830917,964982653
1,2096,3.251512826264381,964982838
1,2099,3.233557556458087,964982588
1,2105,3.229094062046335,964981725
1,2115,4.011767941833175,964982529
1,2116,4.031164908212344,964982876
1,2137,4.058768727364675,964982791
1,2139,4.043565961747451,964982791
1,2141,4.044108096779897,964982838
1,2143,3.2497562775267106,964981725
1,2161,4.050199059794225,964981710
1,2174,3.242727443352577,964981680
1,2193,3.2426919119925866,964981710
1,2253,1.641883081357469,964981775
1,2268,3.247123716401494,964982989
1,2273,3.2570155539926295,964982310
1,2291,4.049237723944435,964983664
1,2329,4.0324463715175725,964983263
1,2338,1.6322341584932942,964983546
1,2353,4.048243706810716,964983861
1,2366,3.244104589976809,964982462
1,2387,4.013075174012336,964983123
1,2389,1.623049346092267,964983094
1,2395,4.020991504242559,964981093
1,2406,3.252290321560263,964982310
1,2414,2.443377398070297,964982513
1,2427,4.031599476557315,964982242
1,2450,3.2543560515903622,964982620
